CLNDN	Occurrence
Systemic_mast_cell_disease	2
Intention_tremor	2
Autism_10	2
Autism_16	2
Susceptibility_to_severe_coronavirus_disease_(COVID-19)_due_to_an_impaired_coagulation_process	2
Intellectual_disability-obesity-brain_malformations-facial_dysmorphism_syndrome	2
Nephrotic_syndrome_type_16	2
Autosomal_recessive_nonsyndromic_postaxial_polydactyly	2
Stress_urinary_incontinence	2
Autosomal_recessive_cutis_laxa_type_2C	2
Autosomal_recessive_chronic_granulomatous_disease_5	2
Autosomal_erythropoietic_protoporphyria	2
Autosomal_dominant_omodysplasia	2
Autosomal_dominant_non-syndromic_intellectual_disability	2
Stüve-Wiedemann_syndrome_2	2
Neoplasm_of_the_parathyroid_gland	2
Autosomal_dominant_hypocalcemia	2
Autosomal_dominant_KCNQ1-related_disease	2
Autosomal_dominant_KAT6B-related_disorders	2
Neonatal_seizure	2
Sulfide_quinone_oxidoreductase_deficiency	2
Neonatal_hypoglycemia	2
Neonatal_breathing_dysregulation	2
Autoimmune_thrombocytopenia	2
Sedoheptulokinase_deficiency	2
GLE1-Related_Disorders	2
Cerebral_ischemia	2
Cerebral_palsy_spastic_quadriplegic	2
DCTN1-Related_Disorder	2
Ebstein_anomaly_of_the_tricuspid_valve	2
Progressive_distal_muscular_atrophy	2
DCHS1-related_disorder	2
Progressive_congenital_scoliosis	2
Progressive_childhood_encephalopathy	2
Progressive_cerebellar_ataxia	2
Progressive_bifocal_chorioretinal_atrophy	2
Programmed_death_ligand-1_(PD-L1)_blocking_antibody_response	2
Ectodermal_dysplasia_15	2
Progeroid_facial_appearance	2
Cystic_hygroma	2
Cystic_Leukoencephalopathy	2
Ectodermal_dysplasia_with_facial_dysmorphism_and_acral	2
Ectopic_ossification	2
Ectropion_of_lower_eyelids	2
Primary_progressive_multiple_sclerosis	2
Immunodeficiency_86	2
Edema_of_the_dorsum_of_feet	2
Primary_low_grade_serous_adenocarcinoma_of_ovary	2
Elevated_7-dehydrocholesterol	2
DDX3X-Related_Disorder	2
DDX3X-related_X-linked_intellectual_disability	2
Early_onset_Alzheimer_disease_with_behavioral_disturbance	2
Progressive_spinal_muscular_atrophy	2
Retinal_arterial_macroaneurysm_with_supravalvular_pulmonic_stenosis	2
DNHD1-related_Neurodevelopmental_Disorder	2
Prominent_fingertip_pads	2
EMC1-Related_Disorder	2
Retinal_atrophy	2
Immunodeficiency_without_anhidrotic_ectodermal_dysplasia	2
Retinal_ciliopathy_due_to_mutation_in_the_retinitis_pigmentosa-1_gene	2
ENPP1-Related_Disorders	2
Increased_CSF_lactate	2
Progressive_spastic_paraparesis	2
Early_age_onset_of_sporadic_thoracic_aortic_dissections	2
EPOXIDE_HYDROLASE_1_POLYMORPHISM	2
ERBB2_POLYMORPHISM	2
Progressive_ptosis	2
DIABETES	2
Immunodeficiency_due_to_ficolin_3_deficiency	2
DEPDC5-Related_Disorder	2
Progressive_inability_to_walk	2
Progressive_gait_ataxia	2
Immunodeficiency_due_to_defect_in_mapbp-interacting_protein	2
Curry-Jones_syndrome	2
Curly_hair	2
Embryonal_rhabdomyosarcoma	2
Coronary_heart_disease_5	2
Epithelial_basement_membrane_dystrophy	2
Erythema	2
Erythrokeratodermia_variabilis_et_progressiva_3	2
Coronary_sclerosis	2
Keratolytic_winter_erythema	2
Retinitis_pigmentosa_72	2
Premature_ovarian_failure_16	2
Erythrokeratodermia_variabilis_et_progressiva_7	2
Premature_ovarian_failure_14	2
Esophageal_Squamous_Cell_Carcinoma	2
Episodic_vomiting	2
Premature_closure_of_fontanelles	2
LEPR-Related_Disorders	2
Essential_pentosuria	2
Cornelia_de_Lange-like_syndrome	2
Everolimus_response	2
Corneal_opacity	2
Immunodeficiency_74	2
Cor_triatriatum_dexter	2
Contractures_of_the_joints_of_the_lower_limbs	2
Epistaxis	2
Retinitis_pigmentosa_65	2
Emphysema	2
Retinitis_pigmentosa_53	2
Craniotubular_dysplasia	2
Encephalitis/encephalopathy	2
Encephalomyopathy_with_respiratory_failure_and_lactic_acidosis	2
Endometrial_cancer	2
Endometriosis	2
Craniosynostosis_5	2
Enlarged_cisterna_magna	2
Enlarged_naris	2
Entrectinib_resistance	2
Immunodeficiency_82_with_systemic_inflammation	2
Cortisone_reductase_deficiency_2	2
Craniofacial_anomalies_and_anterior_segment_dysgenesis_syndrome	2
Retinitis_pigmentosa_57	2
Primary_adrenocortical_insufficiency	2
Cranioectodermal_dysplasia_3	2
Craniodiaphyseal_dysplasia	2
Cranial_asymmetry	2
Epileptic_spasm	2
Retinitis_pigmentosa_61	2
Cowden_syndrome_4	2
Prominent_supraorbital_ridges	2
ELP2-Related_Disorders	2
EIF2AK2-related_condition	2
Dejerine-sottas_neuropathy	2
Inborn_errors_of_metabolism	2
Delayed_sleep_phase_syndrome	2
RAD51C-Related_Disorders	2
Delayed_eruption_of_primary_teeth	2
Diarrhea_9	2
Diastolic_dysfunction	2
Difficulty_standing	2
Diffuse_cerebellar_atrophy	2
Diffuse_interstitial_pulmonary_fibrosis	2
Impaired_thromboxane_A2_agonist-induced_platelet_aggregation	2
RECQL4-related_spectrum_disorders	2
Dilated_cardiomyopathy_with_left_ventricular_noncompaction	2
Dilation_of_lateral_ventricles	2
Deformed_rib_cage	2
Deficiency_of_carnitine_acetyltransferase	2
Dislocated_radial_head	2
Deficiency_of_ADA2	2
Disproportionate_short-trunk_short_stature	2
Reduced_tendon_reflexes	2
Decreased_patellar_reflex	2
RBBP8-Related_Disorders	2
RESTRICTIVE_DERMOPATHY_2	2
Pulmonary_insufficiency	2
RP1-related_retinal_dystrophy	2
Dermatopathia_pigmentosa_reticularis	2
Inability_to_walk_by_childhood/adolescence	2
Rare_syndromic_intellectual_disability	2
Radial_bowing	2
Developmental_delay_with_variable_neurologic_and_brain_abnormalities	2
Developmental_dyslexia	2
Deviated_nasal_septum	2
Diamond-Blackfan_anemia-like	2
Diamond-Blackfan_anemia_11	2
Demyelinating_peripheral_neuropathy	2
RETINAL_DYSTROPHY	2
Recombination_rate_quantitative_trait_locus_1	2
RNU4ATAC-related_spliceosomopathies	2
RNH1-related_condition	2
Diamond-Blackfan_anemia_14_with_mandibulofacial_dysostosis	2
Diamond-Blackfan_anemia_16	2
Diamond-Blackfan_anemia_17	2
Recurrent_aphthous_stomatitis	2
RH-NULL	2
RETINAL_DYSTROPHY_WITH_EXTRAOCULAR_ANOMALIES	2
Pulmonary_valve_stenosis_(rare)	2
Distal_amyotrophy	2
Proportionate_short_stature	2
Proteus_syndrome	2
Pseudo-TORCH_syndrome_3	2
Pseudo-TORCH_syndrome_2	2
Dysequilibrium_syndrome	2
Dyserythropoietic_anemia_with_thrombocytopenia	2
Renal_tubular_dysgenesis_of_genetic_origin	2
Proximal_placement_of_thumb	2
Dysmyelinating_leukodystrophy	2
Proximal_lower_limb_amyotrophy	2
Protruding_tongue	2
Proteus-like_syndrome	2
Dynein_arm_defect_of_respiratory_motile_cilia	2
Impaired_Hearing	2
Kilquist_syndrome	2
Respiratory_insufficiency_due_to_muscle_weakness	2
ECTODERMAL_DYSPLASIA_14	2
ECTODERMAL_DYSPLASIA_WITH_FACIAL_DYSMORPHISM_AND_ACRAL	2
DONSON-related_Meier-Gorlin_syndrome	2
Restrictive_external_ophthalmoplegia	2
EEF1A2-related_disorders	2
EEG_with_generalized_slow_activity	2
Dysdiadochokinesis	2
DYNC2H1-Related_Disorder	2
Distal_hereditary_motor_neuropathy_associated_with_upper_motor_neuron_signs	2
Psychosis	2
Regorafenib_response	2
Pulmonary_bulla	2
Decreased_muscle_mass	2
Reis-Bucklers'_corneal_dystrophy	2
Pulmonary_artery_dilatation	2
Decreased_methionine_synthase_activity	2
Decreased_head_circumference	2
Diverticulum_of_bladder	2
Pterygium_of_nails	2
Decreased_activity_of_mitochondrial_complex_III	2
Duodenal_adenocarcinoma	2
Psoriasis	2
Death_in_childhood	2
Deafness-infertility_syndrome	2
Drooling	2
Drug-_or_toxin-induced_pulmonary_arterial_hypertension	2
DYSOSTOSIS_MULTIPLEX	2
Duane_syndrome_type_3	2
Renal_hypoplasia/aplasia	2
Pseudohypoaldosteronism	2
Preeclampsia/eclampsia_4	2
Keratoconus_9	2
Conotruncal_anomaly_face_syndrome	2
Clinodactyly_of_the_5th_toe	2
Cobalamin_deficiency	2
Foveal_hypoplasia_2_and_optic_nerve_misrouting_with_or_without_anterior_segment_dysgenesis	2
SMARCC2-related_neurodevelopmental_disorder	2
Frequent_falls	2
SMC1A-related_cohesinopathy	2
SNAPC4-associated_inflammatory_disease	2
Peroneal_muscle_atrophy	2
Fulminant_hepatic_failure	2
Clonus	2
SPERMATOGENIC_FAILURE_59	2
Cocoon_syndrome	2
SPERMATOGENIC_FAILURE_64	2
Periventricular_cysts	2
Peritonitis	2
SPG11-related_spastic_paraplegia	2
Perisylvian_polymicrogyria	2
Periportal_fibrosis	2
SPINOCEREBELLAR_ATAXIA_47	2
SPTBN4-related_neurodevelopmental_disorder	2
Periodic_paralysis	2
SMARCC1-related_BAFopathy	2
Focal_palmoplantar_keratoderma	2
Periampullary_adenoma	2
Female_infertility	2
SHORT-RIB_THORACIC_DYSPLASIA_7_WITHOUT_POLYDACTYLY	2
Family_history_of_cardiomyopathy	2
Family_history_of_sudden_cardiac_death	2
Colonic_diverticula	2
Immunodeficiency_62	2
Fatal_familial_insomnia	2
Fatigue	2
Pervasive_developmental_disorder	2
SLC25A38-Related_Disorders	2
Persistent_lactic_acidosis	2
Focal_cortical_dysplasia	2
Fetal_and_neonatal_alloimmune_thrombocytopenia	2
SLC25A46-associated_optic_atrophy_spectrum_disorder	2
Fever	2
Peroxisome_biogenesis_disorder_type_1A	2
SLC5A6-related_disorder	2
SLC6A1-Related_Disorder	2
Flat_occiput	2
LOW_DENSITY_LIPOPROTEIN_CHOLESTEROL_LEVEL_QUANTITATIVE_TRAIT_LOCUS_8	2
Focal_clonic_seizure	2
Pericardial_effusion	2
Cleft_soft_palate	2
Familial_thyroid_dyshormonogenesis	2
GET4_deficiency	2
GARS-associated_growth_retardation_and_developmental_delay	2
Sclerocornea	2
GATAD2B-Related_Disorder	2
GATAD2B-related_intellectual_disability_syndrome	2
GC1/GC2_POLYMORPHISM	2
Paresthesia	2
GEMIN5-Related_Disorders	2
Chilblain_lupus	2
Chest_pain	2
SeSAME-like_syndrome	2
Scimitar_anomaly	2
GJB2-Related_Disorders	2
Paragangliomas_1_with_sensorineural_hearing_loss	2
Alpha-fetoprotein_deficiency	2
Paraganglioma	2
GLI3-Related_Disorders	2
GLUCOCORTICOID_DEFICIENCY_4_WITH_MINERALOCORTICOID_DEFICIENCY	2
Cerebral_white_matter_atrophy	2
Cerebral_venous_thrombosis	2
GLYR1-related_condition	2
GARS-Associated_Axonal_Neuropathy	2
GALLOWAY-MOWAT_SYNDROME_9	2
STXBP1-related_neurodevelopmental_disorder	2
Chronic_constipation	2
SWANN_BLOOD_GROUP_ANTIGEN	2
Sacral_agenesis_with_vertebral_anomalies	2
Classic_Hodgkin_lymphoma	2
Chylothorax	2
Chronic_pancreatitis	2
Chronic_oral_candidiasis	2
Chronic_multifocal_osteomyelitis	2
Chronic_lactic_acidosis	2
Scapular_winging	2
Schindler_disease	2
Childhood_myocerebrohepatopathy_spectrum	2
Chromophobe_renal_cell_carcinoma	2
Paroxysmal_choreoathetosis	2
Chorioretinal_lacunae	2
Parkinsonism_with_spasticity	2
Schizophrenia_19	2
Chordoma	2
Parkinson_disease_21	2
G6PD_deficient_hemolytic_anemia	2
Parkinson_disease_19b	2
Familial_type_5_hyperlipoproteinemia	2
SHORT-RIB_THORACIC_DYSPLASIA_19_WITHOUT_POLYDACTYLY	2
Predisposition_to_dissection	2
Congenital_blindness	2
Congenital_muscular_alpha-dystroglycanopathy_with_brain_and_eye_anomalies	2
FAT1_related_disorder	2
Rhegmatogenous_retinal_detachment	2
Immunodeficiency_69	2
Rheumatic_heart_disease	2
Poor_motor_coordination	2
Increased_serum_pyruvate	2
Rickets	2
Right_aortic_arch	2
Right_ventricular_dilatation	2
Porokeratosis_of_Mibelli	2
Congenital_bilateral_perisylvian_syndrome	2
Complex_hereditary_spastic_paraplegia	2
Ritscher-Schinzel_syndrome_3	2
Ritscher-Schinzel_syndrome_4	2
Complex_febrile_seizure	2
Complete_duplication_of_proximal_phalanx_of_the_thumb	2
Complement_factor_d_deficiency	2
Complement_component_4b_deficiency	2
Complement_component_4	2
FAM177A1-related_disorder	2
Congenital_myopathy_with_reduced_type_2_muscle_fibers	2
Infantile_cataract	2
Ezetimibe_response	2
Exercise_intolerance	2
Precocious_puberty_in_males	2
Retinitis_pigmentosa_89	2
Connective_tissue_nevi	2
Congestive_heart_failure_and_beta-blocker_response	2
Preauricular_skin_tag	2
Immunodeficiency_70	2
Exudative_vitreoretinopathy	2
Postural_instability	2
Posterolateral_diaphragmatic_hernia	2
Porphyrinuria	2
F2-Related_Disorders	2
Posterior_plagiocephaly	2
Congenital_short_bowel_syndrome	2
Congenital_secretory_sodium_diarrhea_3	2
Congenital_peripheral_neuropathy	2
Congenital_nonbullous_ichthyosiform_erythroderma	2
Postaxial_foot_polydactyly	2
Positive_Romberg_sign	2
Rh_mod_blood_group_phenotype	2
Polyglucosan_body_myopathy_1_with_immunodeficiency	2
Infantile_epilepsy	2
SHANK3-Related_Disorder	2
SECRETOR/NONSECRETOR_POLYMORPHISM	2
SCN8A-related_disorder	2
Pituitary_adenoma_predisposition	2
SCNN1A-Related_Disorders	2
Familial_atrial_myxoma	2
Colorectal_cancer_with_chromosomal_instability	2
LIPA-Related_Disorders	2
Familial_cirrhosis	2
Immunodeficiency_65	2
Familial_hematuria	2
SELECTIN_P_POLYMORPHISM	2
SCN5A-related_disorder	2
Familial_hypertrophic_cardiomyopathy_22	2
Familial_hypertrophic_cardiomyopathy_24	2
Familial_intrahepatic_cholestasis_type_1	2
Familial_intrahepatic_cholestasis_type_3	2
SERKAL_syndrome	2
Familial_multiple_nevi_flammei	2
Familial_partial_lipodystrophy_5	2
Phosphohydroxylysinuria	2
Colorectal_/_endometrial_cancer	2
SCN8A-related_complex_neurodevelopmental_disorder	2
Fair_hair	2
Polycythemia	2
SARS2-associated_condition	2
Combined_oxidative_phosphorylation_deficiency_51	2
Round_face	2
Keloid_formation	2
Combined_oxidative_phosphorylation_deficiency_30	2
Rudimentary_fibula	2
Polyarticular_arthritis	2
FLNA_related_lung_disease	2
Combined_oxidative_phosphorylation_deficiency_29	2
FLNB-Related_Disorders	2
FOVEAL_HYPOPLASIA_2_WITH_OPTIC_NERVE_MISROUTING_AND_ANTERIOR_SEGMENT_DYSGENESIS	2
Colpocephaly	2
SCIANNA_BLOOD_GROUP_SYSTEM	2
Infantile_liver_failure	2
Facial_cleft	2
Facial_hypotonia	2
SCN3A-related_neurodevelopmental_disorder	2
Facioscapulohumeral_muscular_dystrophy_4	2
Factor_B_fast/slow_polymorphism	2
SCN3A-related_neurodevelopmental_sisorder	2
Plasma_triglyceride_level_quantitative_trait_locus	2
Monosomy_7_myelodysplasia_and_leukemia_syndrome_2	2
Desbuquois_syndrome	2
Vitamin_b12_plasma_level_quantitative_trait_locus_1	2
Long_QT_syndrome_2/9	2
Hereditary_mucoepithelial_dysplasia	2
autosomal_recessive_PIEZO2_associated_disease	2
Loss_of_consciousness	2
Long_toe	2
Long_qt_syndrome_3	2
Large_hands	2
Invasive_pneumococcal_disease	2
Long_chain_acyl-CoA_dehydrogenase_deficiency	2
ADan_amyloidosis	2
Long_QT_syndrome_4	2
Long_QT_syndrome_3/6	2
Long_QT_syndrome_2/5	2
methotrexate_response_-_Efficacy	2
Abnormality_of_the_upper_limb	2
Long_QT_syndrome_2/3	2
ADULT_i_BLOOD_GROUP_PHENOTYPE	2
High	2
Abnormality_of_upper_limb_joint	2
chronic_fatigue_syndrome_with_infection-triggered_onset	2
High_bone_mass	2
Type_I_complement_component_8_deficiency	2
High_density_lipoprotein_cholesterol_level_quantitative_trait_locus_10	2
High_density_lipoprotein_cholesterol_level_quantitative_trait_locus_11	2
High_density_lipoprotein_cholesterol_level_quantitative_trait_locus_12	2
Low-set_nipples	2
Hereditary_mixed_polyposis_syndrome	2
Low_anterior_hairline	2
Low_bone_mineral_density	2
Abnormality_of_the_mitochondrion	2
Abnormality_of_the_nares	2
Lung_damage	2
Lung_cancer_susceptibility_2	2
Hepatomegaly	2
USP7-related_neurodevelopmental_disorder	2
WHIM_SYNDROME_2	2
Lumbar_disc_herniation	2
acenocoumarol_response_-_Dosage	2
UNC80-Related_Disorder	2
AGTPBP1-related_condition	2
Hereditary_ataxia	2
UNC45A-associated_Cholestasis	2
Lower_urinary_tract_obstruction	2
UGT1A1-Related_Disorders	2
Hereditary_cerebral_amyloid_angiopathy	2
Lower_limb_pain	2
Metopic_synostosis	2
altered_red_cell_phenotype	2
Lower_Urinary_Tract_Obstruction	2
Hereditary_factor_XIII_deficiency_disease	2
AGK-Related_Disorders	2
Abnormality_of_the_ribs	2
Absence_of_the_sacrum	2
Microcephaly_27	2
ADRENAL_INSUFFICIENCY	2
ACTB-related_disorders	2
Hypercalciuria	2
Acatalasemia	2
Accelerated_skeletal_maturation	2
Hyperextensibility_of_the_finger_joints	2
Hyperglycemia	2
ACROMESOMELIC_DYSPLASIA_4	2
Acid_alpha-glucosidase	2
Intrinsic_cardiomyopathy	2
Hyperintensity_of_cerebral_white_matter_on_MRI	2
Migraine_without_aura	2
Liebenberg_syndrome	2
Mild_fetal_ventriculomegaly	2
Acroleukopathy	2
Mild_hearing_impairment	2
Trigonocephaly-short_stature-developmental_delay_syndrome	2
Mild_microcephaly	2
Mild_non-PKU_hyperphenylalanemia	2
Mild_proteinuria	2
Mildly_elevated_creatine_kinase	2
Trident_hand	2
marked_facial_dysmorphism	2
Hypermagnesemia	2
Tricuspid_atresia	2
Trypsinogen_deficiency	2
gefitinib_response_-_Efficacy	2
Absent_Achilles_reflex	2
gamma-Glutamyltransferase_deficiency	2
Highly_arched_eyebrow	2
Microcephaly_and_chorioretinopathy_with_or_without_mental_retardation	2
Histiocytoid_cardiomyopathy	2
Type_2_collagenopathy	2
developmental_delay_with_intractable_seizures	2
ADCK3-Related_Disorders	2
distinct_bent_bone_dysplasia	2
Lissencephaly_type_3	2
Absent_inner_and_outer_dynein_arms	2
dysmorphy	2
Absent_muscle_fiber_calpain-3	2
Microphallus	2
Laron_syndrome_with_elevated_serum_GH-binding_protein	2
Laron_syndrome_with_undetectable_serum_GH-binding_protein	2
Huntington_disease-like_2	2
ACTL6B-related_dominant_intellectual_disability	2
Joubert_syndrome_19	2
Lisch_nodules	2
Hydranencephaly_with_abnormal_genitalia	2
Lipoprotein(a)_deficiency	2
Acanthocytosis	2
Hydroxykynureninuria	2
Microretrognathia	2
ISPD-Related_Disorder	2
Metastatic_Prostate_Small_Cell_Carcinoma	2
Lymphatic_malformation_10	2
Abnormal_cerebral_morphology	2
Very_early_onset_inflammatory_bowel_disease	2
Abnormal_digit_morphology	2
Wide_mouth	2
Abnormal_foot_morphology	2
Vertebral_hypersegmentation_and_orofacial_anomalies	2
Widely_spaced_teeth	2
McArdle_disease	2
Abnormal_hemoglobin	2
Abnormal_lactate_dehydrogenase_level	2
Meckel-like_syndrome	2
APC-related_attenuated_familial_adenomatous_polyposis	2
MYBPC1-related_condition	2
Abnormal_morphology_of_left_ventricular_trabeculae	2
HSPB1-related_axonal_neuropathies	2
HSPG2-Related_Disorders	2
Vemurafenib-Cobimetinib_Response	2
Vasculitis	2
HUWE1-Related_Disorder	2
Medulloblastoma_with_extensive_nodularity	2
Wilms_tumor_5	2
HYPERLIPOPROTEINEMIA	2
MTHFR_deficiency	2
MSTO1-related_disorder	2
West_nile_virus	2
Macroscopic_hematuria	2
Abnormal_spermatogenesis	2
Visual_impairment_and_progressive_phthisis_bulbi	2
HEXB_POLYMORPHISM	2
HFE_POLYMORPHISM	2
Malignant_tumor_of_ascending_colon	2
ATRX-Related_Disorder	2
Malignant_hyperthermia_and_exertional_rhabdomyolosis	2
Malignant_germ_cell_tumor_of_ovary	2
Malformation_of_the_heart_and_great_vessels	2
Malignant_tumor_of_thyroid_gland	2
ATP1A3-associated_neurological_disorder	2
WAC-related_facial_dysmorphism-developmental_delay-behavioral_abnormalities_syndrome	2
Vulvar_adenocarcinoma_of_mammary_gland_type	2
ATP13A2-related_disorders	2
AV_junctional_rhythm	2
HPRT1-Related_Disorder	2
Vomiting	2
Abdominal_situs_inversus	2
ARID1B-related_disorder	2
Major_affective_disorder_7	2
Alpha-fetoprotein	2
Abnormal_aggressive	2
Isolated_17	2
Abnormal_axial_skeleton_morphology	2
Joint_dislocation	2
Abnormal_sperm_tail_morphology	2
MSH3-related_attenuated_familial_adenomatous_polyposis	2
Lymphatic_malformation_11	2
Abnormality_of_radial_ray	2
Mental_Retardation	2
Joubert_syndrome_12/15	2
X-linked_retinitis_pigmentosa	2
Hearing_loss_and_Retinal_dystrophy	2
Urinary_urgency	2
MARS-Related_Disorder	2
Helicobacter_pylori_infection	2
Urachal_cyst	2
MADD-related_condition	2
Language_retardation	2
MACRODACTYLY	2
Abnormality_of_the_intrahepatic_bile_duct	2
Metabolic_acidosis	2
Metabolic_crises	2
Unilateral_polymicrogyria	2
Hemochromatosis_type_2	2
ZBTB18-related_intellectual_disability	2
Metaphyseal_anadysplasia_1	2
ZC4H2-related_X-linked_intellectual_disability	2
Abnormality_of_the_lower_limb	2
Abnormality_of_the_lung	2
Ulnar_bowing	2
Hemophilia_b(m)	2
Joubert_syndrome_12	2
X-linked_external_auditory_canal_atresia-dilated_internal_auditory_canal-facial_dysmorphism_syndrome	2
Abnormal_synaptic_transmission	2
X-linked_congenital_hemolytic_anemia	2
MPV17-related_mitochondrial_DNA_maintenance_defect	2
Abnormal_thalamic_MRI_signal_intensity	2
ANTERIOR_SEGMENT_DYSGENESIS_5	2
ANK2-associated_Neurodevelopmental_Disorder	2
Megalencephaly	2
HYPOGONADOTROPIC_HYPOGONADISM_18_WITH_ANOSMIA	2
Megalencephaly_with_thick_corpus_callosum	2
Abnormal_upper_limb_bone_morphology	2
MMP13-Related_Disorders	2
Wolfram_syndrome_2	2
ALKALINE_PHOSPHATASE	2
Hallux_valgus	2
Isolated_ectopia_lentis	2
Abnormal_vertebral_morphology	2
X-Linked_Lymphoproliferative_Syndrome	2
Abnormality_of_circulating_enzyme_level	2
ITPR1-related_syndromic_and_non-syndromic_hereditary_ataxias	2
X-linked_MED12-related_disorder	2
MEN2_phenotype:_Unclassified	2
Abnormality_of_female_external_genitalia	2
MEF2C-Related_Disorder	2
Language_delay_and_attention_deficit-hyperactivity_disorder/cognitive_impairment_with_or_without_cardiac_arrhythmia	2
MED13L-Related_Disorder	2
Trichotillomania	2
Isolated_hand_syndactyly	2
Malignant_neoplasm_of_brain	2
IMMUNODEFICIENCY_92	2
phenprocoumon_response_-_Dosage	2
Hypoplastic_acetabulae	2
Hypervalinemia_and_hyperleucine-isoleucinemia	2
Hypertryptophanemia	2
Left_ventricular_noncompaction_4	2
4-5_finger_syndactyly	2
ABCA2-related_condition	2
Mitochondrial_proton-transporting_ATP_synthase_complex_deficiency	2
Hypotrichosis_7	2
Monochromacy	2
Leber_plus_disease	2
Hypotrichosis_and_recurrent_skin_vesicles	2
Hypogonadotropic_hypogonadism_20_with_or_without_anosmia	2
Hypertaurinuric_cardiomyopathy	2
Acute_monocytic_leukemia	2
rosuvastatin_response_-_Metabolism/PK	2
Acute_monoblastic_leukemia	2
Hypokinesia	2
Torticollis	2
IMMUNODEFICIENCY_88	2
Legionnaire_disease	2
Tretinoin_response	2
Mitochondrial_complex_5_(ATP_synthase)_deficiency_nuclear_type_5	2
Agenesis_of_permanent_teeth	2
Hypoplastic_female_external_genitalia	2
Hypophosphatemia	2
Hypophosphatemic_rickets_with_hypercalciuria	2
Aggressive_fibromatosis	2
Hypoceruloplasminemia	2
Hypodysfibrinogenemia	2
Lesch-nyhan_syndrome	2
Trametinib-Dabrafenib_Response	2
Isovaleric_acidemia	2
Lattice_retinal_degeneration	2
Adenocarcinoma	2
Aganglionosis	2
peginterferon_alfa-2b_and_ribavirin_response_-_Toxicity	2
Lethal_skeletal_dysplasia	2
Mitochondrial_DNA_depletion_syndrome_8B_(MNGIE_type)	2
21-HYDROXYLASE_POLYMORPHISM	2
Molar_tooth_sign_on_MRI	2
2-3_finger_syndactyly	2
Adenomatous_polyposis_coli	2
Hypotrichosis_11	2
Leprosy_3	2
Adenomatous_colonic_polyposis	2
Missing_ribs	2
Aldosterone-producing_adrenal_adenoma	2
ABri_amyloidosis	2
Alpha-2-plasmin_inhibitor_deficiency	2
Townes-Brocks-branchiootorenal-like_syndrome	2
Toe_clinodactyly	2
ABCC9-Related_Disorders	2
11q_partial_monosomy_syndrome	2
